time_s,pos_x,pos_y,cte_m,speed_ms,heading_err_deg
0.03333333333333333,43.202999114990234,-64.46299743652344,2.8054202904684202,0.0,42.73496194696512
0.06666666666666667,43.202449798583984,-64.46244049072266,2.8053338773776586,0.023467923326637885,42.768534197395304
0.1,43.201377868652344,-64.46134948730469,2.8051684665787935,0.045884529121806544,42.758073635292426
0.13333333333333333,43.199790954589844,-64.45974731445312,2.804917049299037,0.06765152385009335,42.77567693658664
0.16666666666666666,43.19771194458008,-64.45763397216797,2.8045992880076698,0.08893620416591656,42.841419735760546
0.19999999999999998,43.19515609741211,-64.45503997802734,2.8042103648421928,0.1092476284083533,42.917448183068736
0.2333333333333333,43.192142486572266,-64.45198059082031,2.803758287781625,0.1288314027670009,42.962831800098975
0.26666666666666666,43.188682556152344,-64.4484634399414,2.8032501944755945,0.14801122232493924,43.05746591004362
0.3,43.18479537963867,-64.44450378417969,2.8026947416102836,0.16646355006360777,43.17006065087635
0.3333333333333333,43.18049621582031,-64.44011688232422,2.8020978453806604,0.18426867797850227,43.243819049161125
0.36666666666666664,43.1757926940918,-64.43531036376953,2.8014645026989853,0.20175025040989775,43.38110959019756
0.39999999999999997,43.17070770263672,-64.43010711669922,2.800802161639616,0.2182609134857633,43.51126046530997
0.4333333333333333,43.16524887084961,-64.42450714111328,2.8001209910775735,0.2346118367404906,43.65641556783017
0.4666666666666666,43.1594352722168,-64.41853332519531,2.799425692590127,0.25007191988844846,43.82703249608379
0.49999999999999994,43.15327453613281,-64.41218566894531,2.7987267301904466,0.2653726965386682,43.963941400596326
0.5333333333333333,43.14677810668945,-64.40547943115234,2.798027932558658,0.2801062276414969,44.11333792817807
0.5666666666666667,43.13996505737305,-64.39842987060547,2.7973389815866554,0.2941131591796875,44.30385312993024
0.6,43.13283920288086,-64.39103698730469,2.7966677040086783,0.3080410251387291,44.45365417365604
0.6333333333333333,43.12541961669922,-64.38330841064453,2.7960287691446886,0.32140790386801943,44.70191092865871
0.6666666666666666,43.11771011352539,-64.37525939941406,2.795420251832354,0.3343661449338587,44.881410538653554
0.7,43.10972213745117,-64.36688995361328,2.794855978295746,0.34708766370623934,45.081907278072016
0.7333333333333333,43.10146713256836,-64.35821533203125,2.794339791870318,0.35924190830974956,45.30992282585854
0.7666666666666666,43.09295654296875,-64.34923553466797,2.793885501750469,0.37116062077854506,45.52279025107479
0.7999999999999999,43.084110260009766,-64.34111785888672,2.792661524500934,0.3601916768221042,45.74437941757594
0.8333333333333333,43.07494354248047,-64.33383178710938,2.790694269045751,0.3512890504781943,45.95850495187523
0.8666666666666666,43.065460205078125,-64.32733917236328,2.7880072514479624,0.34478828442262555,46.12647075233551
0.8999999999999999,43.0556755065918,-64.32162475585938,2.784617630160702,0.3399343942639833,46.310866472183974
0.9333333333333332,43.04560089111328,-64.316650390625,2.7805554763133977,0.33707264479992255,46.45809961178118
0.9666666666666666,43.035247802734375,-64.3123779296875,2.7758513466801427,0.3360004840763125,46.62045607547714
0.9999999999999999,43.02463150024414,-64.30879211425781,2.770523412439297,0.3361659646275146,46.71542416202843
1.0333333333333332,43.013763427734375,-64.30584716796875,2.764608126656021,0.33780014483520826,46.869490907902176
1.0666666666666667,43.0026741027832,-64.30352020263672,2.758140530097332,0.3399251476078852,46.99107041612128
1.1,42.991371154785156,-64.30177307128906,2.7511496776790856,0.3431154197252923,47.07979875817666
1.1333333333333335,42.97987747192383,-64.30057525634766,2.743670745667248,0.3466778846646834,47.204437479945845
1.166666666666667,42.96820068359375,-64.29991149902344,2.7357175004817798,0.35086915444623007,47.26169439016872
1.2000000000000004,42.95634841918945,-64.29975128173828,2.7273144902120086,0.35560041757433725,47.3629305931216
1.2333333333333338,42.94432830810547,-64.30007934570312,2.7184758712050674,0.3607376148847216,47.41109400188856
1.2666666666666673,42.93214797973633,-64.3008804321289,2.709215928764275,0.366199296527856,47.3986343062831
1.3000000000000007,42.91981506347656,-64.30213928222656,2.6995490701261637,0.3719099008293332,47.478452195513526
1.3333333333333341,42.9073371887207,-64.30382537841797,2.6895005757591437,0.3777383365646497,47.5043234600035
1.3666666666666676,42.89472198486328,-64.30592346191406,2.6790851670023246,0.3836545196512136,47.525468597820776
1.400000000000001,42.88197708129883,-64.30843353271484,2.6683068479265484,0.3896918270414843,47.523714748476614
1.4333333333333345,42.86909866333008,-64.31132507324219,2.657183244005939,0.39597119895162175,47.50860247327155
1.466666666666668,42.85610580444336,-64.31459045410156,2.6457320183747433,0.40190718429291994,47.527245276591394
1.5000000000000013,42.842994689941406,-64.31822204589844,2.6339547634108853,0.40814311732064007,47.462214120609545
1.5333333333333348,42.829776763916016,-64.32218933105469,2.6218802249858437,0.41401404315714985,47.491032808637016
1.5666666666666682,42.81645202636719,-64.32649993896484,2.609501953015595,0.4201392318865576,47.44590593089816
1.6000000000000016,42.80302810668945,-64.33113098144531,2.5968407271193445,0.42600863438802894,47.38400818330167
1.633333333333335,42.78950881958008,-64.33606719970703,2.583909305560643,0.4317680363409673,47.326095260537485
1.6666666666666685,42.77590560913086,-64.34130096435547,2.5707202954908124,0.43725926431451567,47.27932806295637
1.700000000000002,42.76221466064453,-64.34683227539062,2.5572702488638974,0.44298275925891123,47.27932806295637
1.7333333333333354,42.74844741821289,-64.35263061523438,2.543588413644129,0.448153922445923,47.15532524350982
1.7666666666666688,42.73460006713867,-64.35871124267578,2.529660388424909,0.4537078858345587,47.03725153354409
1.8000000000000023,42.72068786621094,-64.36504364013672,2.5155181524942853,0.45856704311501373,46.99728476984659
1.8333333333333357,42.70671081542969,-64.37162017822266,2.501166643825883,0.4634090218842151,46.83597373472073
1.8666666666666691,42.69266891479492,-64.37844848632812,2.4865996807032142,0.4684236207941027,46.7628420349347
1.9000000000000026,42.67857360839844,-64.38550567626953,2.471841218537682,0.47289896706577084,46.61328128132545
1.933333333333336,42.664424896240234,-64.39278411865234,2.456896309781817,0.47733175185613375,46.54878343130633
1.9666666666666694,42.65022659301758,-64.40028381347656,2.441767015981844,0.4817193302878907,46.42045276235283
2.0000000000000027,42.635982513427734,-64.40799713134766,2.4264610166865586,0.4859528458071872,46.288800126781005
2.033333333333336,42.6216926574707,-64.4159164428711,2.4109834537201063,0.4901264433288172,46.14972436522469
2.066666666666669,42.60736846923828,-64.42403411865234,2.3953471998047347,0.4939343334357428,46.14972436522469
2.1000000000000023,42.59300231933594,-64.43234252929688,2.379552336710049,0.49786981773280287,45.89338138513033
2.1333333333333355,42.578609466552734,-64.44084167480469,2.3636086522505995,0.5014486185460426,45.72309859413576
2.1666666666666687,42.56418228149414,-64.44952392578125,2.347516282404131,0.5051461527730743,45.56963450800222
2.200000000000002,42.54973602294922,-64.4583740234375,2.3312963739224046,0.5082487117786931,45.413172726625724
2.233333333333335,42.53526306152344,-64.46739196777344,2.3149434682977312,0.5115769142860116,45.2240984475663
2.2666666666666684,42.520774841308594,-64.47657775878906,2.2984647788160077,0.514644103647258,45.040835820711884
2.3000000000000016,42.50626754760742,-64.48593139648438,2.281857379972134,0.5178386793206056,44.893765854887114
2.333333333333335,42.49174499511719,-64.49542999267578,2.265140622638355,0.5205910817475737,44.69206586042037
2.366666666666668,42.47721481323242,-64.50508880615234,2.248307710137426,0.5234281011193962,44.51873694565125
2.4000000000000012,42.462677001953125,-64.51488494873047,2.2313755282465806,0.5259098112633614,44.339761813798454
2.4333333333333345,42.4481315612793,-64.52483367919922,2.214332229164912,0.5286703832276963,44.14427203192479
2.4666666666666677,42.4335823059082,-64.53491973876953,2.19719150375028,0.531101201804584,43.944453159809086
2.500000000000001,42.41903305053711,-64.5451431274414,2.1799555195395786,0.5334591427753115,43.720825956424214
2.533333333333334,42.404483795166016,-64.55549621582031,2.162629748030221,0.5357056502887285,43.544928180484106
2.5666666666666673,42.38993835449219,-64.56597900390625,2.145216363205276,0.5378780729918948,43.34196164354571
